currTime,TotalEnergyConsumption,TotalEnvCost
1219579,2246035,1219140
1219633,2246140,1219150
1219734,2246330,1219165
1219842,2246535,1219185
1219878,2246600,1219195
1219942,2246720,1219205
1220064,2246955,1219230
1220111,2247040,1219240
1220359,2247510,1219285
1220367,2247525,1219285
1220384,2247560,1219290
1220387,2247565,1219290
1220565,2247905,1219325
1220927,2248575,1219390
1221029,2248765,1219410
1221118,2248930,1219425
1221168,2249025,1219435
1221219,2249120,1219445
1221256,2249185,1219455
1221320,2249305,1219465
1221333,2249330,1219465
1221387,2249435,1219480
1221422,2249500,1219485
1221478,2249605,1219495
1221482,2249615,1219495
1221517,2249680,1219500
1221584,2249810,1219515
1221692,2250015,1219535
1221743,2250115,1219545
1221807,2250230,1219555
1221864,2250340,1219570
1222117,2250810,1219615
1222407,2251340,1219670
1222659,2251800,1219715
1222855,2252150,1219750
1222962,2252340,1219770
1223166,2252705,1219805
1223228,2252820,1219815
1223257,2252870,1219820
1223552,2253405,1219875
1223560,2253420,1219875
1223614,2253520,1219885
1223689,2253655,1219900
1223874,2253995,1219935
1223888,2254020,1219935
1223890,2254025,1219935
1224044,2254310,1219965
1224182,2254565,1219990
1224329,2254830,1220015
1224393,2254945,1220030
1224486,2255115,1220045
1224700,2255500,1220085
1224771,2255630,1220095
1225014,2256075,1220140
1225055,2256150,1220150
1225078,2256195,1220155
1225118,2256265,1220160
1225167,2256355,1220170
1225170,2256365,1220170
1225190,2256400,1220175
1225200,2256420,1220175
1225437,2256860,1220220
1225625,2257200,1220255
1225663,2257270,1220260
1225727,2257390,1220275
1225844,2257605,1220295
1225985,2257860,1220320
1225995,2257880,1220320
1226013,2257915,1220325
1226069,2258015,1220335
1226138,2258145,1220350
1226306,2258465,1220380
1226641,2259080,1220440
1226744,2259270,1220460
1226860,2259480,1220480
1227010,2259755,1220510
1227027,2259785,1220515
1227066,2259860,1220520
1227067,2259860,1220520
1227402,2260475,1220580
1227530,2260705,1220605
1227534,2260710,1220605
1227604,2260840,1220620
1227664,2260950,1220630
1227704,2261025,1220635
1227925,2261435,1220680
1227992,2261560,1220690
1228295,2262110,1220745
1228327,2262170,1220750
1228358,2262230,1220755
1228382,2262270,1220760
1228465,2262425,1220775
1228735,2262925,1220825
1228749,2262950,1220830
1228825,2263095,1220845
1228859,2263155,1220850
1228887,2263210,1220855
1228932,2263295,1220865
1228940,2263310,1220865
1229320,2264030,1220935
1229367,2264115,1220945
1229575,2264505,1220985
1229611,2264570,1220990
1229651,2264645,1221000
1229687,2264715,1221005
1229826,2264975,1221030
1229850,2265025,1221035
1229875,2265070,1221040
1230033,2265365,1221070
1230036,2265370,1221070
1230123,2265535,1221090
1230244,2265760,1221110
1230415,2266080,1221140
1230535,2266305,1221165
1230551,2266335,1221170
1230623,2266470,1221180
1230960,2267085,1221240
1231011,2267175,1221250
1231227,2267565,1221290
1231253,2267610,1221295
1231258,2267620,1221295
1231409,2267895,1221325
1231412,2267900,1221325
1231961,2268895,1221425
1232028,2269010,1221435
1232130,2269195,1221455
1232192,2269305,1221465
1232357,2269605,1221495
1232468,2269805,1221515
1232706,2270230,1221555
1232726,2270270,1221560
1232775,2270355,1221570
1232909,2270600,1221595
1232942,2270660,1221600
1233026,2270810,1221615
1233038,2270835,1221615
1233363,2271425,1221675
1233452,2271585,1221690
1233505,2271680,1221700
1233514,2271695,1221705
1233702,2272035,1221740
1233708,2272050,1221740
1233740,2272105,1221745
1233764,2272150,1221750
1233999,2272585,1221790
1234101,2272770,1221810
1234116,2272800,1221815
1234155,2272870,1221820
1234388,2273300,1221865
1234523,2273540,1221890
1234730,2273910,1221925
1234790,2274020,1221935
1234803,2274045,1221940
1234850,2274130,1221945
1234874,2274175,1221950
1235305,2274965,1222030
1235309,2274970,1222030
1235355,2275055,1222040
1235442,2275215,1222055
1235459,2275245,1222060
1235499,2275315,1222065
1235508,2275335,1222070
1235521,2275360,1222070
1235534,2275380,1222070
1235545,2275405,1222075
1235639,2275580,1222090
1235648,2275595,1222095
1235764,2275810,1222115
1235797,2275870,1222120
1235968,2276190,1222155
1236009,2276265,1222160
1236011,2276265,1222160
1236078,2276390,1222175
1236194,2276605,1222195
1236274,2276755,1222210
1236313,2276830,1222215
1236316,2276835,1222220
1236373,2276940,1222230
1236454,2277095,1222245
1236475,2277135,1222245
1236641,2277445,1222280
1236753,2277655,1222300
1236903,2277930,1222325
1237181,2278430,1222375
1237232,2278520,1222385
1237341,2278715,1222405
1237494,2278990,1222435
1237550,2279090,1222445
1237555,2279100,1222445
1237764,2279480,1222480
1237953,2279825,1222515
1237961,2279840,1222520
1238095,2280085,1222545
1238158,2280200,1222555
1238160,2280205,1222555
1238190,2280260,1222560
1238251,2280375,1222570
1238369,2280590,1222595
1238407,2280660,1222600
1238521,2280875,1222620
1238572,2280970,1222630
1238633,2281085,1222645
1238668,2281150,1222650
1238786,2281370,1222670
1238899,2281585,1222690
1238920,2281620,1222695
1238958,2281690,1222705
1239183,2282110,1222745
1239196,2282135,1222750
1239205,2282150,1222750
1239272,2282275,1222760
1239368,2282450,1222780
1239386,2282485,1222785
1239552,2282795,1222815
1239720,2283105,1222845
1239750,2283160,1222850
1239765,2283190,1222855
1239843,2283335,1222870
1239920,2283480,1222880
1240030,2283685,1222905
1240050,2283725,1222905
1240082,2283785,1222910
1240104,2283825,1222915
1240308,2284205,1222955
1240447,2284460,1222980
1240650,2284825,1223015
1240659,2284845,1223020
1241158,2285745,1223110
1241164,2285755,1223110
1241211,2285845,1223120
1241294,2285995,1223135
1241488,2286350,1223170
1241726,2286790,1223215
1241931,2287165,1223250
1242041,2287365,1223270
1242088,2287450,1223280
1242111,2287495,1223285
1242223,2287700,1223305
1242243,2287740,1223310
1242336,2287910,1223325
1242348,2287935,1223330
1242471,2288165,1223350
1242474,2288175,1223350
1242581,2288375,1223370
1242810,2288805,1223415
1242839,2288860,1223420
1242846,2288870,1223420
1242898,2288970,1223430
1243002,2289165,1223450
1243024,2289210,1223455
1243046,2289250,1223460
1243087,2289330,1223465
1243256,2289645,1223500
1243283,2289695,1223505
1243438,2289985,1223535
1243481,2290065,1223540
1243638,2290355,1223570
1243690,2290450,1223580
1243724,2290515,1223585
1243928,2290895,1223625
1244348,2291665,1223700
1244420,2291795,1223715
1244522,2291985,1223735
1244728,2292360,1223770
1244900,2292670,1223800
1245104,2293035,1223840
1245142,2293105,1223845
1245667,2294055,1223940
1245735,2294175,1223950
1245748,2294200,1223955
1245760,2294220,1223955
1245915,2294510,1223985
1246009,2294685,1224005
1246063,2294785,1224015
1246077,2294810,1224015
1246095,2294845,1224020
1246144,2294940,1224030
1246161,2294970,1224030
1246170,2294990,1224035
1246201,2295050,1224040
1246360,2295355,1224070
1246382,2295395,1224075
1246506,2295635,1224100
1246515,2295655,1224100
1246527,2295680,1224100
1246597,2295815,1224115
1246623,2295870,1224120
1246795,2296205,1224155
1246902,2296410,1224175
1246929,2296460,1224180
1247114,2296805,1224215
1247204,2296975,1224230
1247210,2296985,1224235
1247266,2297090,1224245
1247513,2297555,1224290
1247619,2297755,1224310
1247625,2297765,1224310
1247809,2298110,1224345
1248021,2298500,1224385
1248044,2298545,1224390
1248076,2298605,1224395
1248134,2298715,1224405
1248410,2299235,1224455
1248586,2299560,1224490
1248762,2299885,1224525
1248878,2300095,1224545
1248996,2300310,1224565
1249085,2300470,1224580
1249188,2300660,1224600
1249311,2300885,1224625
1249319,2300900,1224625
1249666,2301525,1224685
1249785,2301740,1224710
1249982,2302095,1224745
1250077,2302270,1224760
1250144,2302395,1224775
1250172,2302445,1224780
1250241,2302575,1224790
1250282,2302650,1224800
1250319,2302720,1224805
1250392,2302855,1224820
1250455,2302970,1224830
1250530,2303110,1224845
1250560,2303165,1224850
1250562,2303170,1224850
1250701,2303430,1224875
1250726,2303475,1224880
1250813,2303640,1224900
1250823,2303660,1224900
1250997,2303985,1224935
1251069,2304115,1224945
1251120,2304210,1224955
1251290,2304520,1224985
1251366,2304655,1225000
1251422,2304760,1225010
1251929,2305665,1225100
1252079,2305930,1225125
1252316,2306355,1225170
1252620,2306895,1225225
1252652,2306950,1225230
1252913,2307425,1225275
1252923,2307440,1225280
1253033,2307640,1225300
1253080,2307725,1225305
1253173,2307895,1225325
1253252,2308040,1225340
1253257,2308045,1225340
1253463,2308425,1225375
1253657,2308775,1225410
1253810,2309055,1225440
1253876,2309175,1225450
1253906,2309230,1225455
1254062,2309515,1225485
1254147,2309670,1225500
1254182,2309735,1225510
1254219,2309805,1225515
1254364,2310075,1225540
1254587,2310480,1225580
1254636,2310570,1225590
1254685,2310660,1225600
1254811,2310895,1225625
1255035,2311305,1225665
1255038,2311310,1225665
1255094,2311410,1225675
1255300,2311795,1225715
1255345,2311875,1225720
1255415,2312005,1225735
1255718,2312565,1225790
1255847,2312800,1225815
1255864,2312835,1225815
1255925,2312945,1225830
1256044,2313165,1225850
1256204,2313455,1225880
1256409,2313825,1225915
1256543,2314065,1225940
1256631,2314225,1225955
1256694,2314340,1225970
1256782,2314500,1225985
1256875,2314675,1226000
1256902,2314725,1226005
1256995,2314900,1226025
1257088,2315075,1226040
1257093,2315085,1226045
1257339,2315545,1226090
1257409,2315675,1226100
1257415,2315685,1226105
1257419,2315695,1226105
1257555,2315950,1226130
1257557,2315955,1226130
1257861,2316520,1226185
1257903,2316600,1226195
1257916,2316625,1226195
1257979,2316740,1226210
1258048,2316870,1226220
1258110,2316985,1226235
1258195,2317145,1226250
1258208,2317170,1226250
1258352,2317440,1226280
1258362,2317460,1226280
1258595,2317900,1226325
1258988,2318625,1226395
1259018,2318680,1226400
1259064,2318765,1226410
1259093,2318820,1226415
1259143,2318915,1226425
1259436,2319460,1226480
1259569,2319705,1226505
1259696,2319940,1226530
1259705,2319955,1226530
1259998,2320495,1226585
1260071,2320630,1226595
1260100,2320685,1226600
1261236,2322750,1226810
1261329,2322920,1226825
1261369,2322990,1226835
1261399,2323045,1226840
1261921,2323975,1226930
1262179,2324435,1226975
1262337,2324715,1227005
1262459,2324935,1227030
1262596,2325185,1227055
1262827,2325600,1227095
1262848,2325635,1227100
1262927,2325780,1227110
1262959,2325835,1227120
1263021,2325950,1227130
1263158,2326200,1227155
1263219,2326310,1227165
1263482,2326795,1227215
1263532,2326885,1227225
1263582,2326975,1227230
1263873,2327510,1227285
1264068,2327865,1227320
1264095,2327915,1227325
1264321,2328325,1227365
1264420,2328505,1227385
1264429,2328525,1227385
1264509,2328670,1227400
1264543,2328735,1227410
1264567,2328780,1227410
1264646,2328930,1227425
1264742,2329110,1227445
1264831,2329275,1227460
1264907,2329415,1227475
1264970,2329535,1227485
1265084,2329745,1227510
1265183,2329930,1227525
1265218,2329995,1227535
1265348,2330240,1227560
1265350,2330245,1227560
1265798,2331070,1227640
1265911,2331270,1227660
1266001,2331435,1227680
1266052,2331530,1227685
1266173,2331750,1227710
1266209,2331815,1227715
1266313,2332010,1227735
1266342,2332065,1227740
1266403,2332175,1227750
1266423,2332215,1227755
1266453,2332270,1227760
1266530,2332415,1227775
1266679,2332695,1227805
1266700,2332735,1227810
1266747,2332820,1227815
1266827,2332975,1227830
1266891,2333095,1227845
1267081,2333445,1227880
1267337,2333915,1227925
1267600,2334390,1227975
1267703,2334575,1227990
1267945,2335005,1228035
1267982,2335070,1228040
1268143,2335360,1228070
1268308,2335655,1228100
1268412,2335845,1228120
1268440,2335895,1228125
1268535,2336065,1228140
1268545,2336085,1228145
1268881,2336700,1228205
1269093,2337085,1228245
1269110,2337120,1228245
1269190,2337265,1228260
1269248,2337370,1228270
1269280,2337430,1228275
1269328,2337520,1228285
1269422,2337695,1228305
1269609,2338035,1228340
1269743,2338280,1228360
1269745,2338285,1228360
1269785,2338355,1228370
1269812,2338405,1228375
1269879,2338525,1228385
1269967,2338690,1228405
1270047,2338835,1228420
1270147,2339020,1228435
1270268,2339240,1228460
1270275,2339250,1228460
1270404,2339490,1228485
1270418,2339515,1228485
1270564,2339780,1228510
1270709,2340050,1228540
1270859,2340320,1228565
1271020,2340615,1228595
1271037,2340645,1228600
1271205,2340945,1228630
1271329,2341170,1228650
1271560,2341585,1228695
1271867,2342140,1228750
1271931,2342255,1228760
1271971,2342325,1228765
1272282,2342880,1228820
1272392,2343080,1228840
1272716,2343665,1228900
1272838,2343880,1228920
1273001,2344175,1228950
1273082,2344320,1228965
1273125,2344395,1228975
1273226,2344580,1228990
1273239,2344600,1228995
1273249,2344620,1228995
1273304,2344720,1229005
1273371,2344845,1229020
1273384,2344870,1229020
1273570,2345210,1229055
1273607,2345280,1229060
1273664,2345385,1229075
1273809,2345655,1229100
1273854,2345740,1229110
1274017,2346040,1229140
1274028,2346060,1229140
1274093,2346185,1229150
1274122,2346235,1229160
1274174,2346335,1229170
1274215,2346415,1229175
1274314,2346600,1229195
1274463,2346875,1229220
1274602,2347130,1229245
1274673,2347260,1229260
1274868,2347620,1229295
1275236,2348285,1229365
1275367,2348520,1229385
1275487,2348740,1229410
1275504,2348770,1229410
1275558,2348870,1229420
1275615,2348975,1229430
1275689,2349110,1229445
1275692,2349115,1229445
1275702,2349135,1229450
1275764,2349255,1229460
1275794,2349310,1229465
1275812,2349345,1229470
1275822,2349365,1229470
1275883,2349485,1229485
1276037,2349785,1229515
1276140,2349985,1229535
1276335,2350355,1229570
1276472,2350615,1229595
1276751,2351145,1229650
1276773,2351185,1229655
1276819,2351270,1229660
1276869,2351365,1229670
1277407,2352365,1229770
1277464,2352470,1229780
1277614,2352745,1229810
1277648,2352810,1229815
1277669,2352850,1229820
1277689,2352885,1229825
1277921,2353325,1229865
1278300,2354020,1229935
1278394,2354195,1229955
1278477,2354345,1229970
1278492,2354375,1229970
1278554,2354490,1229985
1278802,2354950,1230030
1278854,2355045,1230040
1278900,2355130,1230045
1278929,2355185,1230050
1278938,2355200,1230055
1279254,2355780,1230110
1279296,2355855,1230120
1279329,2355915,1230125
1279388,2356025,1230135
1279471,2356180,1230150
1279701,2356605,1230195
1279829,2356845,1230220
1279863,2356905,1230225
1279933,2357040,1230240
1279981,2357130,1230245
1280047,2357255,1230260
1280053,2357265,1230260
1280079,2357315,1230265
1280251,2357645,1230300
1280619,2358330,1230365
1280643,2358375,1230370
1280653,2358395,1230375
1280690,2358460,1230380
1280733,2358540,1230390
1280931,2358905,1230425
1281165,2359330,1230465
1281169,2359340,1230470
1281335,2359640,1230500
1281455,2359860,1230520
1281504,2359950,1230530
1281594,2360115,1230545
1281596,2360120,1230545
1281650,2360220,1230555
1281699,2360315,1230565
1281746,2360405,1230575
1281833,2360570,1230590
1282083,2361035,1230640
1282192,2361235,1230660
1282198,2361250,1230660
1282258,2361360,1230670
1282269,2361380,1230670
1282330,2361495,1230685
1282343,2361520,1230685
1282593,2361995,1230735
1283034,2362820,1230815
1283053,2362860,1230820
1283133,2363005,1230835
1283220,2363170,1230850
1283249,2363220,1230855
1283356,2363420,1230875
1283361,2363430,1230875
1283500,2363695,1230905
1283571,2363825,1230915
1283608,2363895,1230925
1283961,2364540,1230990
1284193,2364960,1231030
1284294,2365140,1231050
1284404,2365335,1231070
1284428,2365380,1231070
1284483,2365480,1231080
1284600,2365695,1231105
1284660,2365800,1231115
